,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
4299,Attrited Customer,65,F,2,Graduate,Single,Less than $40K,Blue,56,3,0,3,6812.0,1926,4886.0,0.735,2288,48,0.778,0.283
4300,Existing Customer,45,F,4,Graduate,Single,$40K - $60K,Blue,34,3,2,2,2700.0,1977,723.0,0.801,4984,75,1.083,0.732
4301,Existing Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,31,5,3,1,4332.0,1313,3019.0,0.671,4093,84,0.826,0.303
4302,Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,26,5,2,2,1783.0,1282,501.0,0.504,3853,76,0.617,0.719
4303,Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Blue,26,4,3,2,11761.0,1775,9986.0,0.925,4946,73,0.698,0.151
4304,Existing Customer,52,F,1,High School,Single,Less than $40K,Blue,36,3,3,3,2340.0,1101,1239.0,0.766,4501,68,0.7,0.471
4305,Existing Customer,45,F,5,Uneducated,Single,Less than $40K,Blue,32,3,3,0,2859.0,1776,1083.0,0.79,4440,79,0.756,0.621
4306,Existing Customer,37,M,3,High School,Married,$40K - $60K,Blue,36,3,3,3,2523.0,2481,42.0,0.744,4683,76,0.689,0.983
4307,Existing Customer,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,34,4,2,2,4776.0,0,4776.0,0.626,4581,60,0.622,0.0
4308,Existing Customer,59,F,1,Graduate,Married,Less than $40K,Blue,36,3,1,1,2697.0,1410,1287.0,0.925,4489,58,0.706,0.523
4309,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,3542.0,2417,1125.0,0.687,4127,71,0.479,0.682
4310,Attrited Customer,57,M,3,Graduate,Single,$120K +,Blue,52,6,4,3,34516.0,1000,33516.0,0.694,1777,37,0.542,0.029
4311,Attrited Customer,52,F,1,College,Single,Less than $40K,Blue,41,5,3,6,1764.0,0,1764.0,0.824,2740,47,0.343,0.0
4312,Attrited Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,3,3492.0,2517,975.0,0.6,2510,47,0.621,0.721
4313,Attrited Customer,36,F,3,High School,Married,Less than $40K,Blue,36,3,3,3,2977.0,1340,1637.0,0.507,2201,39,0.345,0.45
4314,Existing Customer,49,M,4,Doctorate,Single,$60K - $80K,Silver,37,5,2,2,30976.0,2051,28925.0,0.684,3193,69,0.725,0.066
4315,Existing Customer,43,M,5,High School,Married,$60K - $80K,Blue,36,5,2,1,2810.0,2384,426.0,0.859,4875,97,0.764,0.848
4316,Existing Customer,44,M,3,High School,Single,$40K - $60K,Blue,34,5,3,1,8997.0,708,8289.0,0.586,4558,62,0.676,0.079
4317,Existing Customer,57,F,3,Uneducated,Single,Less than $40K,Blue,52,4,3,3,2002.0,1188,814.0,0.63,3735,73,0.659,0.593
4318,Existing Customer,55,M,4,Post-Graduate,Single,$60K - $80K,Blue,36,3,2,1,4998.0,1626,3372.0,0.695,4329,61,0.694,0.325
4319,Existing Customer,37,F,2,Post-Graduate,Married,Less than $40K,Blue,36,6,2,3,2310.0,1513,797.0,0.682,4191,77,0.833,0.655
4320,Existing Customer,54,F,2,High School,Married,$40K - $60K,Blue,36,3,3,3,3892.0,0,3892.0,0.738,4318,74,0.762,0.0
4321,Existing Customer,34,M,3,Uneducated,Married,$60K - $80K,Blue,25,6,1,1,2345.0,1643,702.0,0.678,4634,69,0.643,0.701
4322,Existing Customer,50,M,0,Graduate,Single,$80K - $120K,Blue,45,3,2,2,2135.0,1506,629.0,0.883,4821,77,0.711,0.705
4323,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36,3,1,3,3397.0,1658,1739.0,0.724,4208,75,0.786,0.488
4324,Existing Customer,49,M,0,Doctorate,Married,$60K - $80K,Blue,39,5,6,3,19719.0,1395,18324.0,0.565,3572,73,0.738,0.071
4325,Existing Customer,52,M,1,High School,Married,$120K +,Blue,36,5,3,3,31733.0,0,31733.0,0.735,3723,53,0.767,0.0
4326,Attrited Customer,54,F,4,High School,Single,$40K - $60K,Blue,36,3,3,4,1438.3,0,1438.3,0.641,2092,42,0.68,0.0
4327,Attrited Customer,54,F,2,Post-Graduate,Married,Less than $40K,Blue,48,3,6,3,1638.0,0,1638.0,0.163,1702,36,0.125,0.0
4328,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,38,6,3,2,2775.0,1475,1300.0,0.854,4608,84,0.647,0.532
4329,Attrited Customer,37,F,2,Graduate,Married,$40K - $60K,Blue,29,2,2,6,2547.0,1965,582.0,0.535,2160,46,0.353,0.771
4330,Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue,36,6,3,1,19838.0,1290,18548.0,0.59,3982,68,0.581,0.065
4331,Attrited Customer,47,M,2,Uneducated,Married,$60K - $80K,Blue,32,1,3,6,1789.0,0,1789.0,0.637,2784,49,0.581,0.0
4332,Existing Customer,51,F,1,Uneducated,Single,$40K - $60K,Blue,46,5,3,2,2284.0,1674,610.0,0.784,4885,86,0.83,0.733
4333,Existing Customer,42,M,3,Doctorate,Single,$60K - $80K,Blue,36,6,1,3,11535.0,1527,10008.0,0.664,3730,67,0.718,0.132
4334,Existing Customer,58,M,2,High School,Single,$60K - $80K,Silver,49,4,3,3,30186.0,0,30186.0,0.606,4070,74,0.574,0.0
4335,Existing Customer,51,F,3,High School,Single,Less than $40K,Blue,39,5,2,1,4038.0,1237,2801.0,0.61,4188,68,0.545,0.306
4336,Existing Customer,56,M,4,Graduate,Single,$80K - $120K,Blue,36,5,3,2,2078.0,1696,382.0,0.562,4382,82,0.783,0.816
4337,Existing Customer,51,F,4,Graduate,Married,Less than $40K,Blue,36,5,3,2,1571.0,0,1571.0,0.89,4580,74,1.056,0.0
4338,Existing Customer,43,M,3,College,Married,$80K - $120K,Blue,24,6,3,1,4726.0,1161,3565.0,0.698,4683,91,0.896,0.246
4339,Existing Customer,48,M,1,College,Single,$80K - $120K,Silver,36,6,3,3,34516.0,1629,32887.0,0.815,4042,78,0.592,0.047
4340,Existing Customer,56,M,2,Graduate,Married,$40K - $60K,Blue,45,5,2,1,1438.3,0,1438.3,0.913,4323,77,0.571,0.0
4341,Attrited Customer,41,F,3,College,Married,$40K - $60K,Blue,15,5,3,4,4312.0,2517,1795.0,0.741,2693,56,0.436,0.584
4342,Existing Customer,44,F,3,College,Married,Less than $40K,Blue,31,5,6,2,2679.0,727,1952.0,0.894,4804,78,0.814,0.271
4343,Existing Customer,54,M,3,Post-Graduate,Single,$80K - $120K,Silver,42,3,1,2,34516.0,2488,32028.0,0.552,4401,87,0.776,0.072
4344,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,37,4,2,1,3378.0,0,3378.0,0.58,4761,81,0.884,0.0
4345,Existing Customer,34,M,1,High School,Single,$40K - $60K,Blue,25,4,1,2,1793.0,1141,652.0,0.715,5293,88,0.76,0.636
4346,Existing Customer,59,F,0,Graduate,Divorced,Less than $40K,Blue,49,6,2,3,2228.0,1502,726.0,0.719,3922,75,1.027,0.674
4347,Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,22,5,0,2,2577.0,1582,995.0,0.697,4734,75,0.596,0.614
4348,Attrited Customer,39,F,1,Graduate,Married,Less than $40K,Blue,36,1,2,3,1462.0,0,1462.0,0.393,1998,36,0.161,0.0
4349,Attrited Customer,50,F,4,Graduate,Married,Less than $40K,Blue,30,5,3,4,4038.0,1530,2508.0,0.724,2400,41,0.323,0.379
4350,Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,39,3,3,3,7201.0,1992,5209.0,0.778,3981,76,0.949,0.277
4351,Existing Customer,49,M,0,High School,Single,$80K - $120K,Blue,43,6,3,1,1883.0,1295,588.0,0.81,5187,89,0.712,0.688
4352,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,36,5,1,2,3308.0,2517,791.0,0.543,5104,85,0.545,0.761
4353,Existing Customer,65,F,0,College,Single,Less than $40K,Blue,55,3,3,0,2022.0,0,2022.0,0.579,4623,65,0.548,0.0
4354,Existing Customer,43,F,5,Graduate,Married,Less than $40K,Blue,23,5,3,3,8597.0,903,7694.0,0.773,5173,78,0.733,0.105
4355,Existing Customer,39,F,3,High School,Divorced,$40K - $60K,Blue,28,4,1,3,3400.0,2307,1093.0,0.901,4742,90,0.698,0.679
4356,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,40,3,1,3,2405.0,1410,995.0,0.866,4421,79,0.881,0.586
4357,Attrited Customer,46,M,4,Uneducated,Single,$80K - $120K,Gold,41,6,3,2,34516.0,1104,33412.0,0.591,1989,47,0.741,0.032
4358,Existing Customer,44,M,2,College,Married,$80K - $120K,Blue,37,5,3,1,8241.0,0,8241.0,0.723,4436,79,0.756,0.0
4359,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,36,4,3,1,1438.3,582,856.3,0.611,4915,92,0.769,0.405
4360,Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,2359.0,1509,850.0,1.1,5232,78,0.814,0.64
4361,Existing Customer,47,F,4,Post-Graduate,Married,Less than $40K,Blue,39,6,2,2,1790.0,0,1790.0,0.516,4141,87,0.74,0.0
4362,Attrited Customer,54,F,2,Uneducated,Married,Less than $40K,Blue,50,3,6,3,2247.0,0,2247.0,0.641,2615,37,0.423,0.0
4363,Existing Customer,40,M,3,High School,Single,$80K - $120K,Blue,36,5,3,3,3624.0,0,3624.0,0.74,4749,82,0.864,0.0
4364,Existing Customer,42,F,4,Graduate,Married,Less than $40K,Blue,36,6,2,1,1438.3,0,1438.3,0.795,4396,70,0.628,0.0
4365,Existing Customer,39,F,2,College,Married,$40K - $60K,Blue,31,3,1,2,2901.0,2143,758.0,0.948,4239,78,0.733,0.739
4366,Existing Customer,41,F,2,College,Married,Less than $40K,Blue,31,4,2,3,9759.0,2038,7721.0,0.622,4226,77,0.638,0.209
4367,Existing Customer,57,F,3,Post-Graduate,Married,Less than $40K,Blue,36,4,3,2,2525.0,1203,1322.0,0.725,4360,78,0.857,0.476
4368,Existing Customer,60,F,1,High School,Divorced,Less than $40K,Blue,48,5,3,3,2737.0,1812,925.0,0.703,4507,86,0.955,0.662
4369,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,36,4,3,2,19262.0,1480,17782.0,0.649,4812,85,0.771,0.077
4370,Existing Customer,63,M,0,College,Single,$60K - $80K,Blue,51,4,2,1,2706.0,889,1817.0,0.73,5047,64,0.882,0.329
4371,Existing Customer,49,F,2,High School,Married,$40K - $60K,Blue,40,5,3,2,3263.0,1522,1741.0,0.58,4288,69,0.725,0.466
4372,Attrited Customer,41,F,4,College,Married,$40K - $60K,Blue,29,5,2,3,3281.0,0,3281.0,0.875,2907,45,0.406,0.0
4373,Existing Customer,51,M,2,High School,Married,$80K - $120K,Blue,40,4,3,2,8169.0,794,7375.0,0.665,4927,70,0.944,0.097
4374,Existing Customer,46,F,5,College,Divorced,$40K - $60K,Blue,38,6,1,3,3276.0,1915,1361.0,0.672,4264,76,0.617,0.585
4375,Existing Customer,34,F,2,Uneducated,Single,Less than $40K,Blue,24,6,2,2,1438.3,0,1438.3,0.827,3940,82,0.952,0.0
4376,Attrited Customer,54,F,2,Doctorate,Single,Less than $40K,Blue,42,3,4,3,1694.0,0,1694.0,0.354,1930,41,0.519,0.0
4377,Existing Customer,41,M,2,High School,Divorced,$80K - $120K,Blue,36,6,2,2,1636.0,986,650.0,0.833,4695,73,0.872,0.603
4378,Existing Customer,48,F,1,Graduate,Married,Less than $40K,Blue,38,6,2,3,1449.0,749,700.0,0.943,4039,50,0.852,0.517
4379,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,38,3,3,3,1513.0,788,725.0,0.677,4166,71,0.868,0.521
4380,Attrited Customer,39,F,4,Graduate,Single,Less than $40K,Blue,28,5,2,4,1438.3,0,1438.3,0.777,2392,44,0.375,0.0
4381,Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,Blue,38,4,3,2,4120.0,1578,2542.0,0.379,4792,81,0.588,0.383
4382,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,33,6,2,3,2016.0,972,1044.0,0.685,4535,82,0.745,0.482
4383,Attrited Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,40,5,4,3,2509.0,450,2059.0,0.654,2239,47,0.621,0.179
4384,Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,35,3,1,3,3511.0,0,3511.0,0.758,5238,82,0.708,0.0
4385,Existing Customer,45,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,3,3,2751.0,2432,319.0,0.905,4453,75,0.923,0.884
4386,Existing Customer,34,F,2,High School,Divorced,Less than $40K,Blue,36,3,6,3,2426.0,0,2426.0,0.888,4918,81,0.8,0.0
4387,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,36,3,3,2,12230.0,1196,11034.0,0.62,3659,76,0.52,0.098
4388,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,33,3,1,3,7328.0,936,6392.0,0.689,4518,79,0.795,0.128
4389,Existing Customer,42,M,2,Graduate,Single,$80K - $120K,Blue,36,3,1,3,3046.0,1231,1815.0,0.692,4711,77,0.878,0.404
4390,Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,41,4,2,3,16207.0,922,15285.0,0.635,3621,83,0.886,0.057
4391,Existing Customer,47,F,5,College,Single,Less than $40K,Blue,34,4,3,2,5950.0,0,5950.0,0.44,4655,66,0.784,0.0
4392,Existing Customer,51,F,4,High School,Single,Less than $40K,Blue,36,6,3,3,2902.0,1634,1268.0,0.588,4748,74,0.51,0.563
4393,Existing Customer,47,F,3,College,Married,Less than $40K,Blue,38,5,2,2,1585.0,1304,281.0,0.727,4656,80,0.6,0.823
4394,Existing Customer,47,F,1,High School,Single,Less than $40K,Blue,36,6,2,3,2899.0,2418,481.0,0.575,4296,68,0.838,0.834
4395,Existing Customer,49,M,5,Post-Graduate,Single,$40K - $60K,Silver,36,6,1,2,15525.0,1299,14226.0,0.452,4042,78,0.95,0.084
4396,Existing Customer,35,F,4,Graduate,Single,Less than $40K,Blue,29,6,3,0,2118.0,1189,929.0,1.158,4541,60,0.818,0.561
4397,Existing Customer,34,F,3,Graduate,Married,$40K - $60K,Blue,25,6,2,2,2275.0,1468,807.0,0.757,4977,88,0.692,0.645
4398,Existing Customer,59,F,1,College,Single,Less than $40K,Blue,48,5,2,0,2601.0,1888,713.0,0.773,4899,62,0.771,0.726
4399,Existing Customer,52,M,3,High School,Single,$80K - $120K,Blue,41,6,3,3,4642.0,2413,2229.0,0.797,3532,72,0.674,0.52
4400,Existing Customer,58,M,0,Doctorate,Single,Less than $40K,Blue,46,6,4,3,1438.3,0,1438.3,0.808,4082,82,0.822,0.0
4401,Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue,52,5,3,3,2636.0,1619,1017.0,0.565,4727,83,0.627,0.614
4402,Existing Customer,50,F,3,Doctorate,Single,$40K - $60K,Blue,42,4,3,3,3743.0,881,2862.0,0.77,4621,71,0.821,0.235
4403,Existing Customer,49,F,1,Graduate,Single,Less than $40K,Blue,41,6,1,3,1438.3,0,1438.3,0.53,4538,82,1.05,0.0
4404,Attrited Customer,61,F,0,High School,Married,Less than $40K,Blue,47,1,3,4,4130.0,0,4130.0,0.814,2418,57,0.781,0.0
4405,Existing Customer,52,F,3,Post-Graduate,Married,$40K - $60K,Blue,33,3,2,0,3900.0,0,3900.0,1.092,4337,81,0.8,0.0
4406,Existing Customer,38,M,1,Uneducated,Married,Less than $40K,Blue,31,6,3,3,6236.0,1204,5032.0,0.817,5389,84,0.826,0.193
4407,Attrited Customer,57,F,2,Doctorate,Married,Less than $40K,Blue,36,1,3,3,1615.0,950,665.0,0.507,2212,43,0.387,0.588
4408,Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,38,5,5,2,2033.0,1037,996.0,1.064,4100,82,0.708,0.51
4409,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,51,6,2,3,1511.0,0,1511.0,0.678,4683,87,0.706,0.0
4410,Existing Customer,65,F,1,High School,Single,Less than $40K,Blue,55,3,3,2,4010.0,1504,2506.0,0.766,3807,61,0.564,0.375
4411,Existing Customer,55,F,2,Uneducated,Married,Less than $40K,Blue,44,5,2,3,1669.0,1000,669.0,0.717,4085,69,0.971,0.599
4412,Attrited Customer,44,F,1,College,Married,Less than $40K,Blue,36,6,3,3,3052.0,0,3052.0,0.868,2598,47,0.469,0.0
4413,Existing Customer,39,F,0,College,Married,Less than $40K,Blue,30,3,2,3,1978.0,871,1107.0,0.636,4299,59,0.844,0.44
4414,Existing Customer,37,F,3,College,Married,Less than $40K,Blue,27,4,2,0,1438.3,687,751.3,0.778,4621,73,1.147,0.478
4415,Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,46,3,3,3,1606.0,0,1606.0,0.855,4548,76,0.652,0.0
4416,Existing Customer,46,F,1,Doctorate,Married,Less than $40K,Blue,29,3,3,2,2406.0,1705,701.0,0.624,4665,89,0.816,0.709
4417,Attrited Customer,57,F,2,Graduate,Married,Less than $40K,Blue,41,3,3,3,2796.0,0,2796.0,0.729,2196,35,0.75,0.0
4418,Attrited Customer,38,F,1,High School,Single,Less than $40K,Blue,26,5,2,4,3554.0,0,3554.0,0.782,2372,44,0.63,0.0
4419,Attrited Customer,34,F,3,High School,Single,Less than $40K,Blue,21,2,2,2,1576.0,0,1576.0,0.789,2703,56,1.0,0.0
4420,Existing Customer,44,F,4,College,Married,Less than $40K,Blue,36,6,3,2,1438.3,0,1438.3,0.651,4257,89,0.648,0.0
4421,Existing Customer,39,M,3,Uneducated,Single,$60K - $80K,Blue,26,4,2,1,2973.0,1136,1837.0,0.729,4342,87,0.776,0.382
4422,Attrited Customer,40,F,4,Graduate,Single,Less than $40K,Blue,25,4,2,3,1438.3,0,1438.3,0.628,2493,42,0.5,0.0
4423,Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,36,6,3,3,2896.0,0,2896.0,0.961,4970,85,0.889,0.0
4424,Existing Customer,51,M,3,Graduate,Married,$60K - $80K,Blue,43,6,1,3,2157.0,1494,663.0,0.765,4784,69,0.605,0.693
4425,Existing Customer,43,M,1,College,Married,$60K - $80K,Blue,36,3,3,2,13840.0,1079,12761.0,0.947,4190,74,0.805,0.078
4426,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,36,4,1,2,2289.0,1037,1252.0,0.504,4483,72,0.5,0.453
4427,Attrited Customer,52,M,3,Doctorate,Married,$80K - $120K,Blue,36,2,3,3,3022.0,895,2127.0,0.95,2724,38,0.9,0.296
4428,Existing Customer,46,M,3,Doctorate,Married,$80K - $120K,Blue,38,6,1,2,12935.0,1417,11518.0,0.738,3528,61,0.743,0.11
4429,Attrited Customer,49,F,1,Uneducated,Married,$40K - $60K,Blue,41,4,3,3,1438.3,522,916.3,0.383,2030,37,0.37,0.363
4430,Existing Customer,43,F,3,Post-Graduate,Single,Less than $40K,Blue,26,6,2,2,2256.0,1346,910.0,0.911,4893,76,0.81,0.597
4431,Attrited Customer,40,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,1,1516.0,0,1516.0,0.737,2709,54,0.385,0.0
4432,Existing Customer,48,M,5,Post-Graduate,Single,$60K - $80K,Blue,30,6,3,2,5826.0,1482,4344.0,0.729,4135,76,0.767,0.254
4433,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Silver,30,5,2,2,10190.0,891,9299.0,0.678,3768,59,0.967,0.087
4434,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,28,5,2,2,2035.0,1174,861.0,0.876,4670,77,0.638,0.577
4435,Attrited Customer,45,F,2,College,Single,Less than $40K,Blue,33,1,3,3,1833.0,0,1833.0,0.549,2037,31,0.292,0.0
4436,Existing Customer,56,M,3,Uneducated,Single,$60K - $80K,Blue,49,3,3,3,1623.0,0,1623.0,1.058,4965,74,0.805,0.0
4437,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,40,4,2,2,4490.0,1989,2501.0,0.604,4346,70,0.795,0.443
4438,Existing Customer,48,M,3,Graduate,Divorced,$60K - $80K,Blue,34,6,3,2,11062.0,0,11062.0,0.761,4084,72,0.8,0.0
4439,Attrited Customer,30,F,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,1574.0,0,1574.0,0.582,2560,59,0.788,0.0
4440,Existing Customer,52,F,2,College,Single,Less than $40K,Blue,36,3,2,2,2370.0,1490,880.0,0.63,4751,80,0.86,0.629
4441,Existing Customer,35,F,2,College,Single,Less than $40K,Blue,18,6,2,0,2658.0,0,2658.0,0.891,4667,83,0.93,0.0
4442,Attrited Customer,38,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,3,2300.0,0,2300.0,0.703,2500,47,0.119,0.0
4443,Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,36,5,2,3,2368.0,1244,1124.0,0.935,4289,71,0.868,0.525
4444,Existing Customer,53,F,0,High School,Married,$40K - $60K,Blue,36,6,2,3,2883.0,1936,947.0,0.861,4244,53,0.656,0.672
4445,Existing Customer,43,F,5,Graduate,Married,$40K - $60K,Blue,34,5,1,3,7135.0,1164,5971.0,1.127,3746,81,1.189,0.163
4446,Existing Customer,56,F,2,Graduate,Single,Less than $40K,Blue,43,5,3,2,1438.3,787,651.3,0.737,4830,79,0.756,0.547
4447,Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,42,6,1,1,3743.0,2090,1653.0,0.969,4674,67,0.718,0.558
4448,Existing Customer,41,M,2,Doctorate,Married,$40K - $60K,Blue,32,5,3,3,6059.0,1171,4888.0,0.678,4119,70,0.667,0.193
4449,Existing Customer,47,F,4,Uneducated,Single,Less than $40K,Blue,36,4,2,3,2577.0,1450,1127.0,0.747,4576,83,0.766,0.563
4450,Existing Customer,43,F,2,High School,Married,Less than $40K,Blue,36,5,1,3,3761.0,2121,1640.0,0.694,4476,79,0.927,0.564
4451,Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,36,2,3,3,1572.0,0,1572.0,0.74,2447,41,0.577,0.0
4452,Existing Customer,40,M,4,High School,Married,Less than $40K,Blue,35,3,3,1,4402.0,1524,2878.0,0.628,3063,57,0.9,0.346
4453,Existing Customer,41,F,2,College,Married,$40K - $60K,Blue,36,6,2,3,6602.0,0,6602.0,0.743,4479,82,0.822,0.0
4454,Attrited Customer,37,F,2,Doctorate,Single,$40K - $60K,Blue,18,4,1,3,1900.0,0,1900.0,0.776,2880,46,0.353,0.0
4455,Existing Customer,56,F,4,Doctorate,Single,$40K - $60K,Blue,44,4,2,3,3455.0,1385,2070.0,0.773,4925,82,0.745,0.401
4456,Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,30,5,3,3,18123.0,1775,16348.0,0.593,4259,80,0.86,0.098
4457,Existing Customer,44,F,4,Post-Graduate,Divorced,Less than $40K,Blue,26,4,1,3,2295.0,1250,1045.0,0.912,3834,69,0.643,0.545
4458,Existing Customer,38,M,3,Graduate,Married,$80K - $120K,Blue,19,5,2,2,1518.0,1115,403.0,0.705,3595,65,0.857,0.735
4459,Existing Customer,47,F,0,College,Married,Less than $40K,Blue,27,3,1,3,1776.0,691,1085.0,0.878,4878,84,0.826,0.389
4460,Existing Customer,39,F,3,High School,Married,Less than $40K,Blue,33,3,3,1,1968.0,1270,698.0,0.975,4199,84,0.826,0.645
4461,Existing Customer,48,F,1,Graduate,Single,Less than $40K,Blue,41,5,1,1,1860.0,1054,806.0,0.963,5163,73,0.973,0.567
4462,Existing Customer,53,F,3,Graduate,Divorced,Less than $40K,Blue,40,3,2,3,2684.0,2126,558.0,0.69,5299,75,0.875,0.792
4463,Existing Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,43,3,1,3,2180.0,1865,315.0,0.748,4348,77,0.51,0.856
4464,Attrited Customer,41,F,2,High School,Single,Less than $40K,Blue,34,1,3,4,1661.0,0,1661.0,0.786,2473,49,0.75,0.0
4465,Existing Customer,38,F,0,Uneducated,Single,Less than $40K,Blue,36,4,1,2,1679.0,0,1679.0,0.658,4771,81,0.761,0.0
4466,Attrited Customer,36,F,2,Post-Graduate,Married,Less than $40K,Blue,25,5,2,3,1691.0,0,1691.0,0.865,2716,63,0.703,0.0
4467,Existing Customer,46,F,2,Post-Graduate,Single,Less than $40K,Blue,35,4,2,3,2888.0,1641,1247.0,0.976,3703,61,1.179,0.568
4468,Existing Customer,58,F,1,High School,Married,$40K - $60K,Blue,46,5,3,1,1871.0,1339,532.0,0.79,4553,90,0.731,0.716
4469,Existing Customer,42,F,3,Post-Graduate,Married,Less than $40K,Blue,36,6,3,1,4959.0,1483,3476.0,0.902,4286,71,0.614,0.299
4470,Existing Customer,42,M,4,Uneducated,Single,$80K - $120K,Blue,36,3,2,3,10374.0,599,9775.0,0.635,4240,63,0.853,0.058
4471,Existing Customer,45,F,1,Uneducated,Married,Less than $40K,Blue,35,3,3,2,1438.3,1080,358.3,0.802,4425,79,0.717,0.751
4472,Attrited Customer,48,F,3,Doctorate,Single,Less than $40K,Blue,39,3,3,4,1644.0,500,1144.0,0.784,2450,45,0.406,0.304
4473,Existing Customer,43,F,2,Post-Graduate,Single,$40K - $60K,Blue,36,4,1,3,2283.0,0,2283.0,0.899,4088,66,0.886,0.0
4474,Existing Customer,43,F,3,College,Single,Less than $40K,Blue,28,3,1,3,1438.3,0,1438.3,0.83,4482,54,0.636,0.0
4475,Existing Customer,52,F,2,College,Divorced,Less than $40K,Blue,45,4,2,3,1438.3,0,1438.3,0.744,4737,80,0.818,0.0
4476,Attrited Customer,61,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,1760.0,0,1760.0,0.457,2285,46,0.643,0.0
4477,Existing Customer,43,M,2,High School,Married,$60K - $80K,Blue,25,3,2,3,2049.0,1530,519.0,1.344,4521,70,0.628,0.747
4478,Attrited Customer,48,F,3,High School,Married,Less than $40K,Blue,43,3,3,3,1670.0,0,1670.0,0.707,2790,37,0.321,0.0
4479,Existing Customer,59,F,0,Post-Graduate,Single,Less than $40K,Blue,48,4,2,2,3030.0,1251,1779.0,0.694,4724,71,0.775,0.413
4480,Existing Customer,58,F,4,High School,Single,Less than $40K,Blue,39,3,1,3,2755.0,1483,1272.0,0.806,4394,75,0.63,0.538
4481,Existing Customer,51,M,4,High School,Single,$80K - $120K,Blue,37,6,2,2,8783.0,2142,6641.0,0.662,4425,83,0.766,0.244
4482,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,36,4,3,1,1861.0,1677,184.0,0.742,5225,94,0.679,0.901
4483,Attrited Customer,50,M,2,High School,Married,$120K +,Blue,40,6,4,3,13709.0,813,12896.0,0.65,2511,40,0.6,0.059
4484,Existing Customer,49,M,4,Graduate,Married,$80K - $120K,Blue,39,6,3,2,17285.0,1853,15432.0,0.882,4787,60,0.714,0.107
4485,Existing Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,40,5,2,3,1438.3,661,777.3,0.573,4463,87,0.812,0.46
4486,Existing Customer,54,M,2,Graduate,Single,$60K - $80K,Blue,44,6,3,2,7866.0,0,7866.0,0.76,4238,55,0.719,0.0
4487,Existing Customer,42,F,1,High School,Married,Less than $40K,Blue,36,4,3,1,2190.0,1299,891.0,0.938,5026,77,0.711,0.593
4488,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,30,4,1,3,4829.0,1153,3676.0,0.534,4778,65,0.97,0.239
